entity_id,entity_type,entity_name,registration_id,state,district,village,latitude,longitude,season_year,crop_season,record_created_year,is_historical,landholding_size_ha,farmer_category,irrigation_type,tenure_type,farm_area_ha,sugarcane_variety,sowing_month,harvest_month,yield_tonnes,yield_per_ha,mill_id,cane_supplied_tonnes,recovery_rate_percent,FRP_rate,SAP_rate,payment_due_amount,payment_received_amount,payment_delay_days,residue_type,residue_quantity_tonnes,disposal_method,RMA_id,estimated_CO2e_avoided,estimated_gross_income,estimated_net_income,average_loan_amount_region,repayment_rate_region,subsidy_presence,data_source_name,data_source_type,data_collection_method,data_confidence_level,last_known_publication_year
MILL_STATE_ANDHRA_PRADESH,Mill,All Registered Mills (State Aggregate) - Andhra Pradesh,,Andhra Pradesh,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_ANDHRA_PRADESH,6014000.0,9.38,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ANDHRA_PRADESH,Mill,All Registered Mills (State Aggregate) - Andhra Pradesh,,Andhra Pradesh,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_ANDHRA_PRADESH,5894000.0,9.35,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ANDHRA_PRADESH,Mill,All Registered Mills (State Aggregate) - Andhra Pradesh,,Andhra Pradesh,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_ANDHRA_PRADESH,4117000.0,9.37,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ANDHRA_PRADESH,Mill,All Registered Mills (State Aggregate) - Andhra Pradesh,,Andhra Pradesh,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_ANDHRA_PRADESH,4992000.0,9.5,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ANDHRA_PRADESH,Mill,All Registered Mills (State Aggregate) - Andhra Pradesh,,Andhra Pradesh,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_ANDHRA_PRADESH,5408000.0,9.28,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_BIHAR,Mill,All Registered Mills (State Aggregate) - Bihar,,Bihar,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_BIHAR,5743000.0,9.16,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_BIHAR,Mill,All Registered Mills (State Aggregate) - Bihar,,Bihar,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_BIHAR,5150000.0,9.77,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_BIHAR,Mill,All Registered Mills (State Aggregate) - Bihar,,Bihar,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_BIHAR,5711000.0,9.21,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_BIHAR,Mill,All Registered Mills (State Aggregate) - Bihar,,Bihar,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_BIHAR,7462000.0,9.59,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_BIHAR,Mill,All Registered Mills (State Aggregate) - Bihar,,Bihar,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_BIHAR,8102000.0,10.37,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_CHHATTISGARH,Mill,All Registered Mills (State Aggregate) - Chhattisgarh,,Chhattisgarh,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_CHHATTISGARH,787000.0,8.26,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_CHHATTISGARH,Mill,All Registered Mills (State Aggregate) - Chhattisgarh,,Chhattisgarh,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_CHHATTISGARH,608000.0,9.38,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_CHHATTISGARH,Mill,All Registered Mills (State Aggregate) - Chhattisgarh,,Chhattisgarh,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_CHHATTISGARH,502000.0,10.35,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_CHHATTISGARH,Mill,All Registered Mills (State Aggregate) - Chhattisgarh,,Chhattisgarh,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_CHHATTISGARH,1080000.0,8.81,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_CHHATTISGARH,Mill,All Registered Mills (State Aggregate) - Chhattisgarh,,Chhattisgarh,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_CHHATTISGARH,1206000.0,9.74,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GOA,Mill,All Registered Mills (State Aggregate) - Goa,,Goa,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_GOA,125000.0,8.8,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GOA,Mill,All Registered Mills (State Aggregate) - Goa,,Goa,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_GOA,101000.0,9.9,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GOA,Mill,All Registered Mills (State Aggregate) - Goa,,Goa,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_GOA,47000.0,8.38,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GOA,Mill,All Registered Mills (State Aggregate) - Goa,,Goa,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_GOA,74000.0,7.92,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GOA,Mill,All Registered Mills (State Aggregate) - Goa,,Goa,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_GOA,53000.0,7.5,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GUJARAT,Mill,All Registered Mills (State Aggregate) - Gujarat,,Gujarat,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_GUJARAT,11148000.0,10.35,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GUJARAT,Mill,All Registered Mills (State Aggregate) - Gujarat,,Gujarat,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_GUJARAT,11245000.0,10.39,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GUJARAT,Mill,All Registered Mills (State Aggregate) - Gujarat,,Gujarat,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_GUJARAT,8368000.0,10.58,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GUJARAT,Mill,All Registered Mills (State Aggregate) - Gujarat,,Gujarat,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_GUJARAT,10476000.0,10.19,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_GUJARAT,Mill,All Registered Mills (State Aggregate) - Gujarat,,Gujarat,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_GUJARAT,10381000.0,10.74,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_HARYANA,Mill,All Registered Mills (State Aggregate) - Haryana,,Haryana,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_HARYANA,5794000.0,9.94,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_HARYANA,Mill,All Registered Mills (State Aggregate) - Haryana,,Haryana,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_HARYANA,5120000.0,10.53,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_HARYANA,Mill,All Registered Mills (State Aggregate) - Haryana,,Haryana,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_HARYANA,6453000.0,10.35,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_HARYANA,Mill,All Registered Mills (State Aggregate) - Haryana,,Haryana,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_HARYANA,8124000.0,10.39,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_HARYANA,Mill,All Registered Mills (State Aggregate) - Haryana,,Haryana,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_HARYANA,6774000.0,10.31,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_KARNATAKA,Mill,All Registered Mills (State Aggregate) - Karnataka,,Karnataka,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_KARNATAKA,44742000.0,11.03,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_KARNATAKA,Mill,All Registered Mills (State Aggregate) - Karnataka,,Karnataka,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_KARNATAKA,37714000.0,10.74,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_KARNATAKA,Mill,All Registered Mills (State Aggregate) - Karnataka,,Karnataka,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_KARNATAKA,20917000.0,10.25,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_KARNATAKA,Mill,All Registered Mills (State Aggregate) - Karnataka,,Karnataka,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_KARNATAKA,34370000.0,10.64,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_KARNATAKA,Mill,All Registered Mills (State Aggregate) - Karnataka,,Karnataka,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_KARNATAKA,41268000.0,10.79,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MADHYA_PRADESH,Mill,All Registered Mills (State Aggregate) - Madhya Pradesh,,Madhya Pradesh,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_MADHYA_PRADESH,3968000.0,9.73,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MADHYA_PRADESH,Mill,All Registered Mills (State Aggregate) - Madhya Pradesh,,Madhya Pradesh,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_MADHYA_PRADESH,3465000.0,9.84,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MADHYA_PRADESH,Mill,All Registered Mills (State Aggregate) - Madhya Pradesh,,Madhya Pradesh,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_MADHYA_PRADESH,3518000.0,9.76,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MADHYA_PRADESH,Mill,All Registered Mills (State Aggregate) - Madhya Pradesh,,Madhya Pradesh,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_MADHYA_PRADESH,4778000.0,9.82,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MADHYA_PRADESH,Mill,All Registered Mills (State Aggregate) - Madhya Pradesh,,Madhya Pradesh,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_MADHYA_PRADESH,4364000.0,9.91,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MAHARASHTRA,Mill,All Registered Mills (State Aggregate) - Maharashtra,,Maharashtra,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_MAHARASHTRA,93116000.0,11.28,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MAHARASHTRA,Mill,All Registered Mills (State Aggregate) - Maharashtra,,Maharashtra,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_MAHARASHTRA,74383000.0,11.33,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MAHARASHTRA,Mill,All Registered Mills (State Aggregate) - Maharashtra,,Maharashtra,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_MAHARASHTRA,37377000.0,11.34,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MAHARASHTRA,Mill,All Registered Mills (State Aggregate) - Maharashtra,,Maharashtra,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_MAHARASHTRA,95189000.0,11.25,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_MAHARASHTRA,Mill,All Registered Mills (State Aggregate) - Maharashtra,,Maharashtra,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_MAHARASHTRA,95161000.0,10.05,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ODISHA,Mill,All Registered Mills (State Aggregate) - Odisha,,Odisha,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_ODISHA,454000.0,9.47,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ODISHA,Mill,All Registered Mills (State Aggregate) - Odisha,,Odisha,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_ODISHA,518000.0,9.27,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ODISHA,Mill,All Registered Mills (State Aggregate) - Odisha,,Odisha,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_ODISHA,405000.0,9.4,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ODISHA,Mill,All Registered Mills (State Aggregate) - Odisha,,Odisha,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_ODISHA,377000.0,9.34,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_ODISHA,Mill,All Registered Mills (State Aggregate) - Odisha,,Odisha,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_ODISHA,401000.0,9.7,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUDUCHERRY,Mill,All Registered Mills (State Aggregate) - Puducherry,,Puducherry,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUDUCHERRY,359000.0,8.91,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUDUCHERRY,Mill,All Registered Mills (State Aggregate) - Puducherry,,Puducherry,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUDUCHERRY,68000.0,7.35,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUDUCHERRY,Mill,All Registered Mills (State Aggregate) - Puducherry,,Puducherry,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUDUCHERRY,66000.0,8.37,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUDUCHERRY,Mill,All Registered Mills (State Aggregate) - Puducherry,,Puducherry,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUDUCHERRY,,,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUDUCHERRY,Mill,All Registered Mills (State Aggregate) - Puducherry,,Puducherry,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUDUCHERRY,,,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUNJAB,Mill,All Registered Mills (State Aggregate) - Punjab,,Punjab,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUNJAB,5695000.0,9.43,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUNJAB,Mill,All Registered Mills (State Aggregate) - Punjab,,Punjab,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUNJAB,6671000.0,10.06,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUNJAB,Mill,All Registered Mills (State Aggregate) - Punjab,,Punjab,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUNJAB,6759000.0,9.78,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUNJAB,Mill,All Registered Mills (State Aggregate) - Punjab,,Punjab,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUNJAB,8421000.0,9.78,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_PUNJAB,Mill,All Registered Mills (State Aggregate) - Punjab,,Punjab,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_PUNJAB,7754000.0,10.14,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_RAJASTHAN,Mill,All Registered Mills (State Aggregate) - Rajasthan,,Rajasthan,STATE_AGG,,,,2014-15,Annual,2026,True,,,,,,,,,,,MILL_STATE_RAJASTHAN,78000.0,7.69,220.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_RAJASTHAN,Mill,All Registered Mills (State Aggregate) - Rajasthan,,Rajasthan,STATE_AGG,,,,2015-16,Annual,2026,True,,,,,,,,,,,MILL_STATE_RAJASTHAN,89000.0,5.62,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_RAJASTHAN,Mill,All Registered Mills (State Aggregate) - Rajasthan,,Rajasthan,STATE_AGG,,,,2016-17,Annual,2026,True,,,,,,,,,,,MILL_STATE_RAJASTHAN,119000.0,8.55,230.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_RAJASTHAN,Mill,All Registered Mills (State Aggregate) - Rajasthan,,Rajasthan,STATE_AGG,,,,2017-18,Annual,2026,True,,,,,,,,,,,MILL_STATE_RAJASTHAN,77000.0,9.02,255.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
MILL_STATE_RAJASTHAN,Mill,All Registered Mills (State Aggregate) - Rajasthan,,Rajasthan,STATE_AGG,,,,2018-19,Annual,2026,True,,,,,,,,,,,MILL_STATE_RAJASTHAN,116000.0,8.63,275.0,,,,,,,,,,,,,,,"Directorate of Sugarcane Development (DAC&FW) Ready Reckoner; Cooperative Sugar (Vol-52, No.8, Apr 2021)",Secondary,Statistical Compilation,High,2021.0
